Date;Open;High;Low;Close
19851227;207.65;209.62;207.65;209.61
19851230;209.61;210.70;209.17;210.68
19851231;210.68;211.61;210.68;211.28
19860102;211.28;211.28;208.93;209.59
19860103;209.59;210.88;209.51;210.88
19860106;210.88;210.98;209.93;210.65
19860107;210.65;213.80;210.65;213.80
19860108;213.80;214.57;207.49;207.97
19860109;207.97;207.97;204.51;206.11
19860110;206.11;207.33;205.52;205.96
19860113;205.96;206.83;205.52;206.72
19860114;206.72;207.37;206.06;206.64
19860115;206.64;208.27;206.64;208.26
19860116;208.26;209.18;207.61;209.17
19860117;209.17;209.40;207.59;208.43
19860120;208.43;208.43;206.62;207.53
19860121;207.53;207.78;205.05;205.79
19860122;205.79;206.03;203.41;203.49
19860123;203.49;204.43;202.60;204.25
19860124;204.25;206.43;204.25;206.43
19860127;206.43;207.69;206.43;207.39
19860128;207.42;209.82;207.40;209.81
19860129;209.81;212.36;209.81;210.29
19860130;210.29;211.54;209.15;209.33
19860131;209.33;212.42;209.19;211.78
19860203;211.78;214.18;211.60;213.96
19860204;213.96;214.57;210.82;212.79
19860205;212.84;213.03;211.21;212.96
19860206;212.96;214.51;212.60;213.47
19860207;213.47;215.27;211.13;214.56
19860210;214.56;216.24;214.47;216.24
19860211;216.24;216.67;215.54;215.92
19860212;215.92;216.28;215.13;215.97
19860213;215.97;217.41;215.38;217.40
19860214;217.40;219.76;217.22;219.76
19860218;219.76;222.45;219.26;222.45
19860219;222.45;222.96;219.73;219.76
19860220;219.76;222.22;219.22;222.22
19860221;222.22;224.62;222.22;224.62
19860224;224.58;225.29;223.31;224.34
19860225;224.34;224.40;222.63;223.79
19860226;223.72;224.59;223.15;224.04
19860227;224.04;226.88;223.41;226.77
19860228;226.77;227.92;225.42;226.92
19860303;226.92;226.92;224.41;225.42
19860304;225.42;227.33;223.94;224.38
19860305;224.14;224.37;222.18;224.34
19860306;224.39;225.50;224.13;225.13
19860307;225.13;226.33;224.44;225.57
19860310;225.57;226.98;225.36;226.58
19860311;226.58;231.81;226.58;231.69
19860312;231.69;234.70;231.68;232.54
19860313;232.54;233.89;231.27;233.19
19860314;233.19;236.55;232.58;236.55
19860317;236.55;236.55;233.69;234.67
19860318;234.67;236.52;234.14;235.78
19860319;235.78;236.52;235.13;235.60
19860320;235.60;237.09;235.60;236.54
19860321;236.54;237.35;233.29;233.34
19860324;233.34;235.33;232.92;235.33
19860325;235.33;235.33;233.62;234.72
19860326;234.72;237.79;234.71;237.30
19860327;237.30;240.11;237.30;238.97
19860331;238.97;239.86;238.08;238.90
19860401;238.90;239.10;234.57;235.14
19860402;235.14;235.71;233.40;235.71
19860403;235.71;236.42;232.07;232.47
19860404;232.47;232.56;228.32;228.69
19860407;228.69;228.83;226.30;228.63
19860408;228.63;233.70;228.63;233.52
19860409;233.52;235.57;232.13;233.75
19860410;233.75;236.54;233.75;236.44
19860411;236.44;237.85;235.13;235.97
19860414;235.97;237.48;235.43;237.28
19860415;237.28;238.09;236.64;237.73
19860416;237.73;242.57;237.73;242.22
19860417;242.22;243.36;241.89;243.03
19860418;243.03;243.47;241.74;242.38
19860421;242.38;244.78;241.88;244.74
19860422;244.74;245.47;241.30;242.42
19860423;242.42;242.42;240.08;241.75
19860424;241.75;243.13;241.65;242.02
19860425;242.02;242.80;240.91;242.29
19860428;242.29;243.08;241.23;243.08
19860429;243.08;243.57;239.23;240.51
19860430;240.52;240.52;235.26;235.52
19860501;235.52;236.01;234.21;235.16
19860502;235.16;236.52;234.15;234.79
19860505;234.79;237.73;234.79;237.73
19860506;237.73;238.28;236.26;237.24
19860507;236.56;237.24;233.98;236.08
19860508;236.08;237.96;236.08;237.13
19860509;237.13;238.01;235.85;237.85
19860512;237.85;238.53;237.02;237.58
19860513;237.58;237.87;236.02;236.41
19860514;236.41;237.54;235.85;237.54
19860515;237.54;237.54;233.93;234.43
19860516;234.43;234.43;232.26;232.76
19860519;232.76;233.54;232.41;233.20
19860520;233.20;236.12;232.58;236.11
19860521;236.11;236.83;235.45;235.45
19860522;235.45;240.25;235.45;240.12
19860523;240.12;242.16;240.12;241.35
19860527;241.35;244.76;241.35;244.75
19860528;244.75;247.40;244.75;246.63
19860529;246.63;248.32;245.29;247.98
19860530;247.98;249.19;246.43;247.35
19860602;246.04;247.74;243.83;245.04
19860603;245.04;245.51;243.67;245.51
19860604;245.51;246.30;242.59;243.94
19860605;243.94;245.66;243.41;245.65
19860606;245.65;246.07;244.43;245.67
19860609;245.67;245.67;239.68;239.96
19860610;239.96;240.08;238.23;239.58
19860611;239.58;241.13;239.21;241.13
19860612;241.24;241.64;240.70;241.49
19860613;241.71;245.91;241.71;245.73
19860616;245.73;246.50;245.17;246.13
19860617;246.13;246.26;243.60;244.35
19860618;244.35;245.25;242.57;244.99
19860619;244.99;245.80;244.05;244.06
19860620;244.06;247.60;243.98;247.58
19860623;247.58;247.58;244.45;245.26
19860624;245.26;248.26;244.53;247.03
19860625;247.03;250.13;247.03;248.93
19860626;248.93;249.43;247.72;248.74
19860627;248.74;249.74;248.74;249.60
19860630;249.60;251.81;249.60;250.84
19860701;250.67;252.04;250.53;252.04
19860702;252.04;253.20;251.79;252.70
19860703;252.70;252.94;251.23;251.79
19860707;251.79;251.81;243.63;244.05
19860708;244.05;244.06;239.07;241.59
19860709;241.59;243.07;241.46;242.82
19860710;242.82;243.44;239.66;243.01
19860711;243.01;243.48;241.68;242.22
19860714;242.22;242.22;238.04;238.11
19860715;238.09;238.12;233.60;233.66
19860716;233.66;236.19;233.66;235.01
19860717;235.01;236.65;235.01;236.07
19860718;236.07;238.22;233.94;236.36
19860721;236.36;236.45;235.53;236.24
19860722;236.24;238.42;235.92;238.18
19860723;238.19;239.25;238.17;238.67
19860724;238.69;239.05;237.32;237.95
19860725;237.99;240.36;237.95;240.22
19860728;240.20;240.25;235.23;236.01
19860729;235.72;236.01;234.40;234.55
19860730;234.57;237.38;233.07;236.59
19860731;236.59;236.92;235.89;236.12
19860801;236.12;236.89;234.59;234.91
19860804;234.91;236.86;231.92;235.99
19860805;235.99;238.31;235.97;237.03
19860806;237.03;237.35;235.48;236.84
19860807;236.84;238.02;236.31;237.04
19860808;237.04;238.06;236.37;236.88
19860811;236.88;241.20;236.87;240.68
19860812;240.68;243.37;240.35;243.34
19860813;243.34;246.51;243.06;245.67
19860814;245.67;246.79;245.53;246.25
19860815;246.25;247.15;245.70;247.15
19860818;247.15;247.83;245.48;247.38
19860819;247.38;247.42;245.82;246.51
19860820;246.53;249.77;246.51;249.77
19860821;249.77;250.45;249.11;249.67
19860822;249.67;250.61;249.27;250.19
19860825;250.19;250.26;247.76;247.81
19860826;247.81;252.91;247.81;252.84
19860827;252.84;254.24;252.66;253.30
19860828;253.30;253.67;251.91;252.84
19860829;252.84;254.07;251.73;252.93
19860902;252.93;253.30;248.14;248.52
19860903;248.52;250.08;247.59;250.08
19860904;250.08;254.01;250.03;253.83
19860905;253.83;254.13;250.33;250.47
19860908;250.47;250.47;247.02;248.14
19860909;248.14;250.21;246.94;247.67
19860910;247.67;247.76;246.11;247.06
19860911;247.06;247.06;234.67;235.18
19860912;235.18;235.45;228.74;230.67
19860915;230.67;232.82;229.44;231.94
19860916;231.93;231.94;228.32;231.72
19860917;231.73;233.81;231.38;231.68
19860918;231.67;232.87;230.57;232.31
19860919;232.30;232.31;230.69;232.21
19860922;232.20;234.93;232.20;234.93
19860923;234.96;235.88;234.50;235.67
19860924;235.66;237.06;235.53;236.28
19860925;231.83;236.28;230.67;231.83
19860926;231.83;233.68;230.64;232.23
19860929;232.23;232.23;228.08;229.91
19860930;229.91;233.01;229.91;231.32
19861001;231.32;234.62;231.32;233.60
19861002;233.60;234.33;232.77;233.92
19861003;233.92;236.16;232.79;233.71
19861006;233.71;235.34;233.17;234.78
19861007;234.74;235.18;233.46;234.41
19861008;234.41;236.84;233.68;236.68
19861009;236.67;238.20;235.72;235.85
19861010;235.84;236.27;235.31;235.48
19861013;235.52;235.91;235.02;235.91
19861014;235.90;236.37;234.37;235.37
19861015;235.36;239.03;235.27;238.80
19861016;238.83;240.18;238.80;239.53
19861017;239.50;239.53;237.71;238.84
19861020;238.84;238.84;234.78;235.97
19861021;236.03;236.49;234.95;235.88
19861022;235.89;236.64;235.82;236.26
19861023;236.28;239.76;236.26;239.28
19861024;239.30;239.65;238.25;238.26
19861027;238.22;238.77;236.72;238.77
19861028;238.81;240.58;238.77;239.26
19861029;239.23;241;238.98;240.94
19861030;240.97;244.08;240.94;243.71
19861031;243.70;244.51;242.95;243.98
19861103;243.97;245.80;243.93;245.80
19861104;245.80;246.43;244.42;246.20
19861105;246.09;247.05;245.21;246.58
19861106;246.54;246.90;244.30;245.87
19861107;245.85;246.13;244.92;245.77
19861110;245.75;246.22;244.68;246.13
19861111;246.15;247.10;246.12;247.08
19861112;247.06;247.67;245.68;246.64
19861113;246.63;246.66;242.98;243.02
19861114;243.01;244.51;241.96;244.50
19861117;244.50;244.80;242.29;243.21
19861118;243.20;243.23;236.65;236.78
19861119;236.77;237.94;235.51;237.66
19861120;237.66;242.05;237.66;242.05
19861121;242.03;246.38;241.97;245.86
19861124;245.86;248;245.21;247.45
19861125;247.44;248.18;246.30;248.17
19861126;248.14;248.90;247.73;248.77
19861128;248.82;249.22;248.07;249.22
19861201;249.22;249.22;245.72;249.05
19861202;249.06;254;249.05;254
19861203;254;254.87;253.24;253.85
19861204;253.85;254.42;252.88;253.04
19861205;253.05;253.89;250.71;251.17
19861208;251.16;252.36;248.82;251.16
19861209;251.16;251.27;249.25;249.28
19861210;249.28;251.53;248.94;250.96
19861211;250.97;250.98;247.15;248.17
19861212;248.17;248.31;247.02;247.35
19861215;247.31;248.23;244.92;248.21
19861216;248.21;250.04;247.40;250.04
19861217;250.01;250.04;247.19;247.56
19861218;247.56;247.81;246.45;246.78
19861219;246.79;249.96;245.89;249.73
19861222;249.73;249.73;247.45;248.75
19861223;248.75;248.75;245.85;246.34
19861224;246.34;247.22;246.02;246.75
19861226;246.75;247.09;246.73;246.92
19861229;246.90;246.92;244.31;244.67
19861230;244.66;244.67;243.04;243.37
19861231;243.37;244.03;241.28;242.17
19870102;242.17;246.45;242.17;246.45
19870105;246.45;252.57;246.45;252.19
19870106;252.20;253.99;252.14;252.78
19870107;252.78;255.72;252.65;255.33
19870108;255.36;257.28;254.97;257.28
19870109;257.26;259.20;256.11;258.73
19870112;258.72;261.36;257.92;260.30
19870113;260.30;260.45;259.21;259.95
19870114;259.95;262.72;259.62;262.64
19870115;262.65;266.68;262.64;265.49
19870116;265.46;267.24;264.31;266.28
19870119;266.26;269.34;264;269.34
19870120;269.34;271.03;267.65;269.04
19870121;269.04;270.87;267.35;267.84
19870122;267.84;274.05;267.32;273.91
19870123;273.91;280.96;268.41;270.10
19870126;270.10;270.40;267.73;269.61
19870127;269.61;274.31;269.61;273.75
19870128;273.75;275.71;273.03;275.40
19870129;275.40;276.85;272.54;274.24
19870130;274.24;274.24;271.38;274.08
19870202;274.08;277.35;273.16;276.45
19870203;276.45;277.83;275.84;275.99
19870204;275.99;279.65;275.35;279.64
19870205;279.64;282.26;278.66;281.16
19870206;281.16;281.79;279.87;280.04
19870209;280.04;280.04;277.24;278.16
19870210;278.16;278.16;273.49;275.07
19870211;275.07;277.71;274.71;277.54
19870212;277.54;278.04;273.89;275.62
19870213;275.62;280.91;275.01;279.70
19870217;279.70;285.49;279.70;285.49
19870218;285.49;287.55;282.97;285.42
19870219;285.42;286.24;283.84;285.57
19870220;285.57;285.98;284.31;285.48
19870223;285.48;285.50;279.37;282.38
19870224;282.38;283.33;281.45;282.88
19870225;282.88;285.35;282.14;284
19870226;284;284.40;280.73;282.96
19870227;282.96;284.55;282.77;284.20
19870302;284.17;284.83;282.30;283
19870303;283;284.19;282.92;284.12
19870304;284.12;288.62;284.12;288.62
19870305;288.62;291.24;288.60;290.52
19870306;290.52;290.67;288.77;290.66
19870309;290.66;290.66;287.12;288.30
19870310;288.30;290.87;287.89;290.86
19870311;290.87;292.51;289.33;290.31
19870312;290.33;291.91;289.66;291.22
19870313;291.22;291.79;289.88;289.89
19870316;289.88;289.89;286.64;288.23
19870317;288.09;292.47;287.96;292.47
19870318;292.49;294.58;290.87;292.78
19870319;292.73;294.46;292.26;294.08
19870320;294.08;298.17;294.08;298.17
19870323;298.16;301.17;297.50;301.16
19870324;301.17;301.92;300.14;301.64
19870325;301.52;301.85;299.36;300.38
19870326;300.39;302.72;300.38;300.93
19870327;300.96;301.41;296.06;296.13
19870330;296.10;296.13;286.69;289.20
19870331;289.21;291.87;289.07;291.70
19870401;291.59;292.38;288.34;292.38
19870402;292.41;294.47;292.02;293.63
19870403;293.64;301.30;292.30;300.41
19870406;300.46;302.21;300.41;301.95
19870407;301.94;303.65;296.67;296.69
19870408;296.72;299.20;295.18;297.26
19870409;297.25;297.71;291.50;292.86
19870410;292.82;293.74;290.94;292.49
19870413;292.48;293.36;285.62;285.62
19870414;285.61;285.62;275.67;279.16
19870415;279.17;285.14;279.16;284.44
19870416;284.45;289.57;284.44;286.91
19870420;286.91;288.36;284.55;286.09
19870421;285.88;293.07;282.89;293.07
19870422;293.05;293.46;286.98;287.19
19870423;287.19;289.12;284.28;286.82
19870424;286.81;286.82;281.18;281.52
19870427;281.52;284.45;276.22;281.83
19870428;281.83;285.95;281.83;282.51
19870429;282.58;286.42;282.58;284.57
19870430;284.58;290.08;284.57;288.36
19870501;286.99;289.71;286.52;288.03
19870504;288.02;289.99;286.39;289.36
19870505;289.36;295.40;289.34;295.34
19870506;295.35;296.19;293.60;295.47
19870507;295.45;296.80;294.07;294.71
19870508;294.73;296.18;291.73;293.37
19870511;293.37;298.69;291.55;291.57
19870512;291.57;293.30;290.18;293.30
19870513;293.31;294.54;290.74;293.98
19870514;293.98;295.10;292.95;294.24
19870515;294.23;294.24;287.11;287.43
19870518;287.43;287.43;282.57;286.65
19870519;286.66;287.39;278.83;279.62
19870520;279.62;280.89;277.01;278.21
19870521;278.23;282.31;278.21;280.17
19870522;280.17;283.33;280.17;282.16
19870526;282.16;289.11;282.16;289.11
19870527;289.07;290.78;288.19;288.73
19870528;288.73;291.50;286.33;290.76
19870529;290.77;292.87;289.70;290.10
19870601;290.12;291.96;289.23;289.83
19870602;289.82;290.94;286.93;288.46
19870603;288.56;293.47;288.56;293.47
19870604;293.46;295.09;292.76;295.09
19870605;295.11;295.11;292.80;293.45
19870608;293.46;297.03;291.55;296.72
19870609;296.72;297.59;295.90;297.28
19870610;297.28;300.81;295.66;297.47
19870611;297.50;298.94;297.47;298.73
19870612;298.77;302.26;298.73;301.62
19870615;301.62;304.11;301.62;303.14
19870616;303.12;304.86;302.60;304.76
19870617;304.77;305.74;304.03;304.81
19870618;304.78;306.13;303.38;305.69
19870619;305.71;306.97;305.55;306.97
19870622;306.98;310.20;306.97;309.65
19870623;309.66;310.27;307.48;308.43
19870624;308.44;308.91;306.32;306.86
19870625;306.87;309.44;306.86;308.96
19870626;308.94;308.96;306.36;307.16
19870629;307.15;308.15;306.75;307.90
19870630;307.89;308;303.01;304
19870701;303.99;304;302.53;302.94
19870702;302.96;306.34;302.94;305.63
19870706;305.64;306.75;304.23;304.92
19870707;304.91;308.63;304.73;307.40
19870708;307.41;308.48;306.01;308.29
19870709;308.30;309.56;307.42;307.52
19870710;307.55;308.40;306.96;308.37
19870713;308.41;308.41;305.49;307.63
19870714;307.67;310.69;307.46;310.68
19870715;310.67;312.08;309.07;310.42
19870716;311;312.83;310.42;312.70
19870717;312.71;314.59;312.38;314.59
19870720;314.56;314.59;311.24;311.39
19870721;311.36;312.41;307.51;308.55
19870722;308.56;309.12;307.22;308.47
19870723;308.50;309.63;306.10;307.81
19870724;307.82;309.28;307.78;309.27
19870727;309.30;310.70;308.61;310.65
19870728;310.65;312.33;310.28;312.33
19870729;312.34;315.65;311.73;315.65
19870730;315.69;318.53;315.65;318.05
19870731;318.05;318.85;317.56;318.66
19870803;318.62;320.26;316.52;317.57
19870804;317.59;318.25;314.51;316.23
19870805;316.25;319.74;316.23;318.45
19870806;318.49;322.09;317.50;322.09
19870807;322.10;324.15;321.82;323
19870810;322.98;328;322.95;328
19870811;328.02;333.40;328;333.33
19870812;333.32;334.57;331.06;332.39
19870813;332.38;335.52;332.38;334.65
19870814;334.63;336.08;332.63;333.99
19870817;333.98;335.43;332.88;334.11
19870818;334.10;334.11;326.43;329.25
19870819;329.26;329.89;326.54;329.83
19870820;331.49;335.19;329.83;334.84
19870821;334.85;336.37;334.30;335.90
19870824;335.89;335.90;331.92;333.33
19870825;333.37;337.89;333.33;336.77
19870826;336.77;337.39;334.46;334.57
19870827;334.56;334.57;331.10;331.38
19870828;331.37;331.38;327.03;327.04
19870831;327.03;330.09;326.99;329.80
19870901;329.81;332.18;322.83;323.40
19870902;323.40;324.53;318.76;321.68
19870903;321.47;324.29;317.39;320.21
19870904;320.21;322.03;316.53;316.70
19870908;316.68;316.70;308.56;313.56
19870909;313.60;315.41;312.29;313.92
19870910;313.92;317.59;313.92;317.13
19870911;317.14;322.45;317.13;321.98
19870914;322.02;323.81;320.40;323.08
19870915;323.07;323.08;317.63;317.74
19870916;317.75;319.50;314.61;314.86
19870917;314.94;316.08;313.45;314.93
19870918;314.98;316.99;314.86;314.86
19870921;314.92;317.66;310.12;310.54
19870922;310.54;319.51;308.69;319.50
19870923;319.49;321.83;319.12;321.19
19870924;321.09;322.01;319.12;319.72
19870925;319.72;320.55;318.10;320.16
19870928;320.16;325.33;320.16;323.20
19870929;323.20;324.63;320.27;321.69
19870930;321.69;322.53;320.16;321.83
19871001;321.83;327.34;321.83;327.33
19871002;327.33;328.94;327.22;328.07
19871005;328.07;328.57;326.09;328.08
19871006;328.08;328.08;319.17;319.22
19871007;319.22;319.39;315.78;318.54
19871008;318.54;319.34;312.02;314.16
19871009;314.16;315.04;310.97;311.07
19871012;311.07;311.07;306.76;309.39
19871013;309.39;314.53;309.39;314.52
19871014;314.52;314.52;304.78;305.23
19871015;305.21;305.23;298.07;298.08
19871016;298.08;298.92;281.52;282.70
19871019;282.70;282.70;224.83;224.84
19871020;225.06;245.62;216.46;236.83
19871021;236.83;259.27;236.83;258.38
19871022;258.24;258.38;242.99;248.25
19871023;248.29;250.70;242.76;248.22
19871026;248.20;248.22;227.26;227.67
19871027;227.67;237.81;227.67;233.19
19871028;233.19;238.58;226.26;233.28
19871029;233.31;246.69;233.28;244.77
19871030;244.77;254.04;244.77;251.79
19871102;251.73;255.75;249.15;255.75
19871103;255.75;255.75;242.78;250.82
19871104;250.81;251;246.34;248.96
19871105;248.93;256.09;247.72;254.48
19871106;254.49;257.21;249.68;250.41
19871109;250.41;250.41;243.01;243.17
19871110;243.14;243.17;237.64;239
19871111;239.01;243.86;239;241.90
19871112;241.93;249.90;241.90;248.52
19871113;248.54;249.42;245.64;245.64
19871116;245.69;249.54;244.98;246.76
19871117;246.73;246.76;240.81;243.04
19871118;243.09;245.55;240.67;245.55
19871119;245.54;245.55;239.70;240.05
19871120;240.04;242.01;235.89;242
19871123;242;242.99;240.50;242.99
19871124;242.98;247.90;242.98;246.39
19871125;246.42;246.54;244.08;244.10
19871127;244.11;244.12;240.34;240.34
19871130;240.27;240.34;225.75;230.30
19871201;230.32;234.02;230.30;232
19871202;232.01;234.56;230.31;233.45
19871203;233.46;233.90;225.21;225.21
19871204;225.20;225.77;221.24;223.92
19871207;223.98;228.77;223.92;228.76
19871208;228.77;234.92;228.69;234.91
19871209;234.91;240.09;233.83;238.89
19871210;238.89;240.05;233.40;233.57
19871211;233.60;235.48;233.35;235.32
19871214;235.30;242.34;235.04;242.19
19871215;242.19;245.59;241.31;242.81
19871216;242.81;248.11;242.80;248.08
19871217;248.08;248.60;242.96;242.98
19871218;243.01;249.18;243.01;249.16
19871221;249.14;250.25;248.30;249.54
19871222;249.56;249.97;247.01;249.95
19871223;249.96;253.35;249.95;253.16
19871224;253.13;253.16;251.68;252.03
19871228;252.01;252.02;244.19;245.57
19871229;245.58;245.88;244.28;244.59
19871230;244.63;248.06;244.59;247.86
19871231;247.84;247.86;245.22;247.08
19880104;247.10;256.44;247.08;255.94
19880105;255.95;261.78;255.95;258.63
19880106;258.64;259.79;257.18;258.89
19880107;258.87;261.32;256.18;261.07
19880108;261.05;261.07;242.95;243.40
19880111;243.38;247.51;241.07;247.49
19880112;247.44;247.49;240.46;245.42
19880113;245.41;249.25;241.41;245.81
19880114;245.83;247;243.97;245.88
19880115;246.02;253.65;245.88;252.05
19880118;252.05;252.86;249.98;251.88
19880119;251.84;253.33;248.75;249.32
19880120;249.31;249.32;241.14;242.63
19880121;242.65;244.25;240.17;243.14
19880122;243.14;246.50;243.14;246.50
19880125;246.53;252.87;246.50;252.17
19880126;252.13;252.17;249.10;249.57
19880127;249.58;253.02;248.50;249.38
19880128;249.39;253.66;249.38;253.29
19880129;253.31;257.07;252.70;257.07
19880201;257.05;258.27;254.93;255.04
19880202;255.05;256.08;252.80;255.57
19880203;255.56;256.98;250.56;252.21
19880204;252.20;253.03;250.34;252.21
19880205;252.22;253.85;250.90;250.96
19880208;250.95;250.96;247.82;249.10
19880209;249.11;251.72;248.66;251.72
19880210;251.74;256.92;251.72;256.66
19880211;256.63;257.77;255.12;255.95
19880212;255.95;258.86;255.85;257.63
19880216;257.61;259.84;256.57;259.83
19880217;259.94;261.47;257.83;259.21
19880218;258.82;259.60;256.90;257.91
19880219;257.90;261.61;257.62;261.61
19880222;261.60;266.06;260.88;265.64
19880223;265.62;266.12;263.11;265.02
19880224;265.01;266.25;263.87;264.43
19880225;264.39;267.75;261.05;261.58
19880226;261.56;263;261.38;262.46
19880229;262.46;267.82;262.46;267.82
19880301;267.82;267.95;265.39;267.22
19880302;267.23;268.75;267;267.98
19880303;267.98;268.40;266.82;267.88
19880304;267.87;268.40;264.72;267.30
19880307;267.28;267.69;265.94;267.38
19880308;267.38;270.06;267.38;269.43
19880309;269.46;270.76;268.65;269.06
19880310;269.07;269.35;263.80;263.84
19880311;263.85;264.94;261.27;264.94
19880314;264.93;266.55;264.52;266.37
19880315;266.34;266.41;264.92;266.13
19880316;266.11;268.68;264.81;268.65
19880317;268.66;271.22;268.65;271.22
19880318;271.22;272.64;269.76;271.12
19880321;271.10;271.12;267.42;268.74
19880322;268.73;269.61;267.90;268.84
19880323;268.81;269.79;268.01;268.91
19880324;268.91;268.91;262.48;263.35
19880325;263.34;263.44;258.12;258.51
19880328;258.50;258.51;256.07;258.06
19880329;258.11;260.86;258.06;260.07
19880330;260.06;261.59;257.92;258.07
19880331;258.03;259.03;256.16;258.89
19880404;258.89;259.06;255.68;256.09
19880405;256.10;258.52;256.03;258.51
19880406;258.52;265.50;258.22;265.49
19880407;265.51;267.32;265.22;266.16
19880408;266.15;270.22;266.11;269.43
19880411;269.43;270.41;268.61;270.16
19880412;269.88;272.05;269.66;271.37
19880413;271.33;271.70;269.23;271.58
19880414;271.55;271.57;259.37;259.75
19880415;259.74;260.39;255.97;259.77
19880418;259.75;259.81;258.03;259.21
19880419;259.24;262.38;257.91;257.92
19880420;257.91;258.54;256.12;256.13
19880421;256.15;260.44;254.71;256.42
19880422;256.45;261.16;256.42;260.14
19880425;260.15;263.29;260.14;262.51
19880426;262.45;265.06;262.18;263.93
19880427;263.94;265.09;263.45;263.80
19880428;263.79;263.80;262.22;262.61
19880429;262.59;262.61;259.97;261.33
19880502;261.36;261.56;259.99;261.56
19880503;261.55;263.70;261.55;263
19880504;263.05;263.23;260.31;260.32
19880505;260.30;260.32;258.13;258.79
19880506;258.80;260.31;257.03;257.48
19880509;257.47;258.22;255.45;256.54
19880510;256.53;258.30;255.93;257.62
19880511;257.60;257.62;252.32;253.31
19880512;253.32;254.87;253.31;253.85
19880513;253.88;256.83;253.85;256.78
19880516;256.75;258.71;256.28;258.71
19880517;258.72;260.20;255.35;255.39
19880518;255.40;255.67;250.73;251.35
19880519;251.36;252.57;248.85;252.57
19880520;252.61;253.70;251.79;253.02
19880523;253;253.02;249.82;250.83
19880524;250.84;253.51;250.83;253.51
19880525;253.52;255.34;253.51;253.76
19880526;253.75;254.98;253.52;254.63
19880527;254.62;254.63;252.74;253.42
19880531;253.44;262.16;253.42;262.16
19880601;262.16;267.43;262.10;266.69
19880602;266.65;266.71;264.12;265.33
19880603;265.34;267.11;264.42;266.45
19880606;266.46;267.05;264.97;267.05
19880607;267.02;267.28;264.50;265.17
19880608;265.32;272.01;265.17;271.52
19880609;271.50;272.29;270.19;270.20
19880610;270.22;273.21;270.20;271.26
19880613;271.28;271.94;270.53;271.43
19880614;271.58;276.14;271.44;274.30
19880615;274.29;274.45;272.75;274.45
19880616;274.44;274.45;268.76;269.77
19880617;269.79;270.77;268.09;270.68
19880620;270.67;270.68;268.59;268.94
19880621;268.95;271.67;267.52;271.67
19880622;271.69;276.88;271.67;275.66
19880623;275.62;275.89;274.26;274.82
19880624;274.81;275.19;273.53;273.78
19880627;273.78;273.79;268.85;269.06
19880628;269.07;272.80;269.06;272.31
19880629;272.32;273.01;269.49;270.98
19880630;271;273.51;270.97;273.50
19880701;273.50;273.80;270.78;271.78
19880705;271.78;275.81;270.51;275.81
19880706;275.80;276.36;269.92;272.02
19880707;272;272.05;269.31;271.78
19880708;271.76;272.31;269.86;270.02
19880711;270.03;271.64;270.02;270.55
19880712;270.54;270.70;266.96;267.85
19880713;267.87;269.46;266.12;269.32
19880714;269.33;270.69;268.58;270.26
19880715;270.23;272.06;269.53;272.05
19880718;271.99;272.05;268.66;270.51
19880719;270.49;271.21;267.01;268.47
19880720;268.52;270.24;268.47;270
19880721;269.99;270;266.66;266.66
19880722;266.65;266.66;263.29;263.50
19880725;263.49;265.17;263.03;264.68
19880726;264.70;266.09;264.32;265.19
19880727;265.18;265.83;262.48;262.50
19880728;262.52;266.55;262.50;266.02
19880729;266.04;272.02;266.02;272.02
19880801;272.03;272.80;271.21;272.21
19880802;272.19;273.68;270.37;272.06
19880803;272.03;273.42;271.15;272.98
19880804;273;274.20;271.77;271.93
19880805;271.70;271.93;270.08;271.15
19880808;271.13;272.47;269.93;269.98
19880809;270;270.20;265.06;266.49
19880810;266.43;266.49;261.03;261.90
19880811;261.92;262.77;260.34;262.75
19880812;262.70;262.94;261.37;262.55
19880815;262.49;262.55;258.68;258.69
19880816;258.68;262.61;257.50;260.56
19880817;260.57;261.84;259.33;260.77
19880818;260.76;262.76;260.75;261.03
19880819;261.05;262.27;260.23;260.24
19880822;260.24;260.71;256.94;256.98
19880823;256.99;257.86;256.53;257.09
19880824;257.16;261.13;257.09;261.13
19880825;261.10;261.13;257.56;259.18
19880826;259.18;260.15;258.87;259.68
19880829;259.68;262.56;259.68;262.33
19880830;262.33;263.18;261.53;262.51
19880831;262.51;263.80;261.21;261.52
19880901;261.52;261.52;256.98;258.35
19880902;258.35;264.90;258.35;264.48
19880906;264.42;265.94;264.40;265.59
19880907;265.62;266.98;264.93;265.87
19880908;265.87;266.54;264.88;265.88
19880909;265.88;268.26;263.66;266.84
19880912;266.85;267.64;266.22;266.47
19880913;266.45;267.43;265.22;267.43
19880914;267.50;269.47;267.41;269.31
19880915;269.30;269.78;268.03;268.13
19880916;268.13;270.81;267.33;270.65
19880919;270.64;270.65;267.41;268.82
19880920;268.83;270.07;268.50;269.73
19880921;269.76;270.64;269.48;270.16
19880922;270.19;270.58;268.26;269.18
19880923;269.16;270.31;268.28;269.76
19880926;269.77;269.80;268.61;268.88
19880927;268.89;269.36;268.01;268.26
19880928;268.22;269.08;267.77;269.08
19880929;269.09;273.02;269.08;272.59
19880930;272.55;274.87;271.66;271.91
19881003;271.89;271.91;268.84;271.38
19881004;271.37;271.79;270.34;270.62
19881005;270.63;272.45;270.08;271.86
